id,text,response,distress,role,stage,cancer_type,tone,length,channel,age_group,noisy
546,"They said it's back.  Lymphoma again.  I don't know how much more of this I can take. Rn everything feels so uncertain. Need to call Aunt Susan about picking up that casserole dish... maybe tomorrow. Just gotta breathe and get through each day, right?",anxiety,low,parent of a sick child,relapse,lymphoma,messy,long,personal journal,elderly,True
547,"It's been a long road, and I must admit, lately the weight of it all has felt heavier than usual.  There are days when I can find solace in simple pleasures, but then there are others where the reality of what I'm facing sets in with such a profound sense of loss. It feels like something fundamental is slipping away, and that grief can be quite overwhelming at times.",sadness,medium,support-group member,palliative,breast,formal,long,online forum,elderly,False
548,This is SO unfair! U know I just bought new shoes rn and now this?!?!  😭🤬,anger,high,adult child,diagnosis,ovarian,casual,short,SMS,middle-aged,True
549,We're staying positive and looking into every new treatment option they offer.,hope,low,parent of a sick child,palliative,pancreatic,casual,short,online forum,elderly,False
550,"I always put off those checkups, figured I was fine.  Now they say it's ovarian cancer. What if this is all my fault for not taking better care of myself?",guilt,medium,neighbor,diagnosis,ovarian,casual,medium,online forum,elderly,False
551,"This can't be happening to me, it's just a bad dream, right?",denial,high,patient,diagnosis,pancreatic,casual,short,personal journal,teen,False
552,"The doctor confirmed what I suspected for some time now: my melanoma has progressed beyond treatment options. While this news is certainly unwelcome, it brings a strange sense of clarity. It's been a long journey, and I've learned so much along the way. Now, it's time to focus on making the most of the time I have left.",acceptance,low,close friend,palliative,melanoma,formal,long,personal journal,elderly,False
553,He got the results today. Prostate cancer. It all feels like a bad dream I can't wake up from. What are we going to do?,anxiety,medium,nurse or carer,diagnosis,prostate,casual,medium,personal journal,elderly,False
554,"can't stop crying rn, even burnt dinner doesn't matter  😭",sadness,high,nurse or carer,bereavement,ovarian,formal,short,personal journal,young adult,True
555,"ugh rn this leukemia just sucks so bad. It took her way too soon. All that chemo for nothing, seriously? I mean, at least my phone case finally arrived.  Stupid cancer.",anger,low,nurse or carer,bereavement,leukemia,messy,long,SMS,teen,True
556,rn i just need to focus on getting dad strong again. doc says this is a bump in the road but we can beat it. gotta keep going for him. btw did u see that new show about underwater cities? Looks cool. gonna make him some soup tonight.,hope,medium,adult child,relapse,colon,messy,long,personal journal,elderly,True
557,It's all my fault for letting her smoke around me when she was little.,guilt,high,parent of a sick child,treatment,lung,casual,short,SMS,young adult,False
558,"So they say it's back. Yeah, whatever. They always find something, right? I mean, we were doing great before. This doesn't change anything.  We're gonna keep living our lives and having fun. Everything will be fine.",denial,low,spouse,relapse,breast,messy,long,personal journal,teen,False
559,Guess this means chemo won't be enough this time.  It's okay though.,acceptance,medium,neighbor,relapse,brain,messy,short,SMS,teen,False
560,"The tumor is growing again, I can feel it.  I don't know what to do anymore. It feels like everything is just slipping away.",anxiety,high,patient,palliative,pancreatic,messy,medium,personal journal,young adult,False
561,It's been a few weeks since we lost Dad.  The colon cancer was just too aggressive in the end. I keep thinking about all the things he won't be here for.,sadness,low,adult child,bereavement,colon,formal,medium,personal journal,middle-aged,False
562,This damn thing came back AGAIN?  I'm done.,anger,medium,coworker,relapse,brain,messy,short,SMS,elderly,False
563,"The latest scan results are devastating.  My body is betraying me again, this insidious disease won't let go. But I have to keep fighting, for my family, for every sunrise, there has to be a way through this nightmare.",hope,high,close friend,relapse,colon,formal,medium,personal journal,middle-aged,False
564,"Sunburns were always my thing, I guess that was a bad idea.",guilt,low,support-group member,remission,melanoma,messy,short,online forum,young adult,False
565,"He's just got a bad cold, it'll clear up soon.",denial,medium,close friend,bereavement,lymphoma,messy,short,personal journal,young adult,False
566,"My chest aches so much, and it's not just the cough anymore. It feels like a piece of me is missing now that he's gone. I keep thinking about all the things we were going to do, but there won't be any more trips to the beach or Sunday dinners together. How am I supposed to face another day without him?  I just want it all to stop.",acceptance,high,nurse or carer,bereavement,lung,casual,long,SMS,elderly,False
567,"It feels strange to say this, but I think I might actually be getting better.  The doctors are cautiously optimistic about my scans and everything else seems okay. Still, I can't shake this feeling that it's all going to come crashing down again soon. Maybe it's silly, but I just keep waiting for the bad news.",anxiety,low,support-group member,remission,pancreatic,formal,long,online forum,teen,False
568,"I keep replaying the moments before her diagnosis in my mind, wondering if there was anything I could have done differently.  It all feels so senseless.  How can something like this happen to someone so kind and vibrant?",sadness,medium,patient,bereavement,breast,formal,medium,online forum,middle-aged,False
569,"They called it leukemia. Leukemia! My dad worked his entire life to retire early and travel with my mom, and now this? This monster just steals it all away, our future, everything we planned. It's not fair. How can something like this happen? What am I supposed to do now?",anger,high,adult child,diagnosis,leukemia,formal,long,online forum,middle-aged,False
570,"the oncologist said it's not looking great rn but they're going to try a new treatment.  we're keeping our fingers crossed that this will be what finally turns things around. gotta get back to the garden soon, my tomatoes are getting huge!  Thx for all the kind messages everyone.",hope,low,spouse,palliative,melanoma,formal,long,personal journal,elderly,True
571,Should have called her more. Maybe I could've done something.,guilt,medium,close friend,bereavement,breast,casual,medium,SMS,middle-aged,False
572,"They said it was leukemia. Leukemia? Me? I don't understand. This can't be happening. There must be some mistake. I have so much to do, I can't just...stop.",denial,high,patient,diagnosis,leukemia,formal,long,SMS,young adult,False
573,"He's sleeping peacefully now most of the time. The doctor says it's a good thing. It makes things easier for him, and in a way, it makes them easier for me too. I can finally catch my breath and just be there. We both knew this was coming.  It doesn't mean it doesn't hurt, but I'm glad we have these moments together.",acceptance,low,nurse or carer,palliative,melanoma,messy,long,online forum,young adult,False
574,"The doctor said it spread again, and I don't know what to do anymore.",anxiety,medium,adult child,bereavement,lung,formal,short,personal journal,teen,False
575,"My skin's still weird rn, and I just can't stop thinking about what if it comes back... forgot to grab milk on the way home 😫.",sadness,high,coworker,remission,melanoma,casual,short,online forum,middle-aged,True
576,It's just not fair that someone so young has to go through this.,anger,low,neighbor,bereavement,colon,formal,short,SMS,teen,False
577,"This damn tumor came back, but I refuse to give up.  There has to be something else we can try, I've got too much life left in me to just quit now.",hope,medium,close friend,relapse,brain,messy,medium,online forum,middle-aged,False
578,dad rn coughin sooo bad... did i yell at him too much? forgot to feed the dog,guilt,high,adult child,palliative,lung,messy,short,SMS,elderly,True
579,"The doctor said it's lymphoma, but little one is bouncing off the walls today, so they must be okay. We'll figure it all out.",denial,low,parent of a sick child,treatment,lymphoma,casual,medium,SMS,young adult,False
